cnt,dteday,hr,hum,temp,weekday,windspeed,season_1,season_2,season_3,season_4,holiday_0,holiday_1,workingday_0,workingday_1,weathersit_1,weathersit_2,weathersit_3,weathersit_4,mnth_1,mnth_2,mnth_3,mnth_4,mnth_5,mnth_6,mnth_7,mnth_8,mnth_9,mnth_10,mnth_11,mnth_12
614,2011-10-24,17,0.2735330135071889,0.11951577308936744,1,-0.4560986385560562,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
486,2011-10-24,18,-0.141137439698332,0.22338458443707535,1,-0.8214836522335098,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
237,2011-10-24,19,0.9992063066168493,-0.08822184960604834,1,-1.5538885118643786,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
129,2011-10-24,20,0.9992063066168493,-0.08822184960604834,1,-0.6996886476743587,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
126,2011-10-24,21,1.2583753398703,-0.19209066095375596,1,-0.6996886476743587,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
79,2011-10-24,22,0.6363696600620191,-0.08822184960604834,1,-0.2116912132997729,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
59,2011-10-24,23,0.7400372733633993,-0.19209066095375596,1,-0.8214836522335098,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
30,2011-10-25,0,0.7400372733633993,-0.29595947230146386,2,-0.4560986385560562,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11,2011-10-25,1,0.7400372733633993,-0.29595947230146386,2,-0.4560986385560562,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,2011-10-25,2,0.9992063066168493,-0.3998282836491717,2,-0.4560986385560562,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,2011-10-25,3,1.2583753398703,-0.5036970949968793,2,-1.5538885118643786,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,2011-10-25,4,1.2583753398703,-0.6075659063445873,2,-0.4560986385560562,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
24,2011-10-25,5,1.2583753398703,-0.6075659063445873,2,-0.4560986385560562,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
98,2011-10-25,6,0.9992063066168493,-0.6075659063445873,2,-0.6996886476743587,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
314,2011-10-25,7,0.6882034667127092,-0.5036970949968793,2,0.03189879581852919,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
408,2011-10-25,8,0.4808682401099487,-0.29595947230146386,2,-1.5538885118643786,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
223,2011-10-25,9,-0.40030647295178196,-0.08822184960604834,2,0.2763062210748125,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
128,2011-10-25,10,-0.6076416995545424,0.015646961741659547,2,0.5198962301931148,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
166,2011-10-25,11,-0.7631431195066127,0.11951577308936744,2,0.7643036554493984,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
200,2011-10-25,12,-1.229647379362823,0.22338458443707535,2,1.374096094383135,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
198,2011-10-25,13,-1.3333149926642034,0.32725339578478324,2,1.6185035196394182,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
200,2011-10-25,14,-1.177813572712133,0.32725339578478324,2,0.5198962301931148,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
234,2011-10-25,15,-1.3333149926642034,0.32725339578478324,2,-0.6996886476743587,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
285,2011-10-25,16,-1.3333149926642034,0.32725339578478324,2,0.03189879581852919,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
585,2011-10-25,17,-1.3333149926642034,0.32725339578478324,2,-0.6996886476743587,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
518,2011-10-25,18,-1.0741459594107532,0.11951577308936744,2,-0.6996886476743587,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
338,2011-10-25,19,0.22169920685649877,-0.08822184960604834,2,0.03189879581852919,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
248,2011-10-25,20,0.22169920685649877,-0.19209066095375596,2,-0.6996886476743587,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
201,2011-10-25,21,0.4808682401099487,-0.29595947230146386,2,-0.4560986385560562,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
170,2011-10-25,22,0.22169920685649877,-0.19209066095375596,2,0.03189879581852919,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
94,2011-10-25,23,0.4808682401099487,-0.29595947230146386,2,-0.4560986385560562,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
32,2011-10-26,0,0.4808682401099487,-0.29595947230146386,3,0.03189879581852919,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12,2011-10-26,1,0.22169920685649877,-0.29595947230146386,3,0.5198962301931148,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,2011-10-26,2,0.22169920685649877,-0.29595947230146386,3,-0.2116912132997729,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,2011-10-26,3,0.22169920685649877,-0.29595947230146386,3,0.2763062210748125,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,2011-10-26,4,0.4290344334592586,-0.3998282836491717,3,0.5198962301931148,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
21,2011-10-26,5,0.4290344334592586,-0.3998282836491717,3,0.2763062210748125,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
92,2011-10-26,6,0.4290344334592586,-0.3998282836491717,3,0.2763062210748125,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
299,2011-10-26,7,0.4290344334592586,-0.3998282836491717,3,-0.2116912132997729,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
464,2011-10-26,8,0.22169920685649877,-0.29595947230146386,3,0.03189879581852919,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
240,2011-10-26,9,0.014363980253738333,-0.08822184960604834,3,0.2763062210748125,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
131,2011-10-26,10,-0.037469826396951775,0.11951577308936744,3,0.5198962301931148,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
155,2011-10-26,11,-0.1929712463490221,0.11951577308936744,3,1.1305060852648328,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
194,2011-10-26,12,-0.5039740862531622,0.43112220713249055,3,0.2763062210748125,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
82,2011-10-26,13,-0.141137439698332,0.32725339578478324,3,-0.6996886476743587,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
66,2011-10-26,14,0.7400372733633993,0.11951577308936744,3,-1.5538885118643786,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
70,2011-10-26,15,0.7400372733633993,0.11951577308936744,3,-1.5538885118643786,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
213,2011-10-26,16,0.7400372733633993,0.11951577308936744,3,-0.8214836522335098,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
454,2011-10-26,17,0.7400372733633993,0.11951577308936744,3,-0.6996886476743587,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
453,2011-10-26,18,0.7400372733633993,0.11951577308936744,3,-0.2116912132997729,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
331,2011-10-26,19,0.9992063066168493,0.015646961741659547,3,-1.5538885118643786,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
207,2011-10-26,20,1.31020914652099,0.015646961741659547,3,-1.5538885118643786,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
157,2011-10-26,21,0.7400372733633993,0.11951577308936744,3,-1.5538885118643786,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
135,2011-10-26,22,1.31020914652099,-0.08822184960604834,3,-0.8214836522335098,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
75,2011-10-26,23,1.31020914652099,-0.08822184960604834,3,-0.8214836522335098,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26,2011-10-27,0,1.62121198642513,-0.19209066095375596,4,-1.5538885118643786,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11,2011-10-27,1,1.62121198642513,-0.19209066095375596,4,-1.5538885118643786,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8,2011-10-27,2,1.62121198642513,-0.19209066095375596,4,-1.5538885118643786,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4,2011-10-27,3,1.62121198642513,-0.19209066095375596,4,-1.5538885118643786,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4,2011-10-27,4,1.31020914652099,-0.08822184960604834,4,-1.5538885118643786,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
15,2011-10-27,5,1.31020914652099,-0.08822184960604834,4,-0.8214836522335098,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
46,2011-10-27,6,0.9992063066168493,0.015646961741659547,4,-1.5538885118643786,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
137,2011-10-27,7,1.62121198642513,-0.19209066095375596,4,-0.8214836522335098,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
316,2011-10-27,8,1.31020914652099,-0.08822184960604834,4,0.03189879581852919,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
171,2011-10-27,9,0.9992063066168493,0.015646961741659547,4,-0.2116912132997729,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
62,2011-10-27,10,1.31020914652099,0.015646961741659547,4,0.03189879581852919,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
52,2011-10-27,11,1.31020914652099,0.015646961741659547,4,-0.4560986385560562,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
53,2011-10-27,12,1.31020914652099,0.015646961741659547,4,-0.4560986385560562,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
74,2011-10-27,13,1.31020914652099,0.015646961741659547,4,-0.2116912132997729,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
92,2011-10-27,14,1.0510401132675393,0.11951577308936744,4,-1.5538885118643786,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
107,2011-10-27,15,1.0510401132675393,0.11951577308936744,4,-0.6996886476743587,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
207,2011-10-27,16,0.5327020467606388,0.32725339578478324,4,-0.2116912132997729,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
322,2011-10-27,17,0.4808682401099487,0.015646961741659547,4,2.228295958573155,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
240,2011-10-27,18,0.22169920685649877,-0.08822184960604834,4,2.228295958573155,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
219,2011-10-27,19,0.22169920685649877,-0.29595947230146386,4,2.228295958573155,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
182,2011-10-27,20,0.22169920685649877,-0.3998282836491717,4,2.471885967691457,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
132,2011-10-27,21,-0.037469826396951775,-0.5036970949968793,4,2.716293392947741,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
111,2011-10-27,22,0.16986540020580868,-0.7114347176922952,4,2.471885967691457,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
68,2011-10-27,23,-0.08930363304764188,-0.8153035290400027,4,1.8620935287577205,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
44,2011-10-28,0,0.16986540020580868,-0.8153035290400027,5,0.5198962301931148,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
16,2011-10-28,1,0.16986540020580868,-0.9191723403877107,5,0.5198962301931148,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,2011-10-28,2,0.16986540020580868,-0.9191723403877107,5,0.7643036554493984,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8,2011-10-28,3,0.37720062680856853,-1.0230411517354185,5,0.7643036554493984,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10,2011-10-28,4,0.11803159355511855,-1.0230411517354185,5,0.7643036554493984,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25,2011-10-28,5,-0.08930363304764188,-1.0230411517354185,5,0.5198962301931148,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
75,2011-10-28,6,0.11803159355511855,-1.126909963083126,5,0.5198962301931148,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
205,2011-10-28,7,0.11803159355511855,-1.126909963083126,5,0.5198962301931148,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
374,2011-10-28,8,-0.08930363304764188,-1.0230411517354185,5,0.7643036554493984,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
229,2011-10-28,9,-0.2966388596504023,-0.9191723403877107,5,0.2763062210748125,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
130,2011-10-28,10,-0.2966388596504023,-0.8153035290400027,5,0.2763062210748125,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
168,2011-10-28,11,-0.6594755062052325,-0.7114347176922952,5,0.2763062210748125,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
213,2011-10-28,12,-1.177813572712133,-0.6075659063445873,5,-0.2116912132997729,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
228,2011-10-28,13,-1.0741459594107532,-0.6075659063445873,5,0.2763062210748125,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
185,2011-10-28,14,-0.8668107328079927,-0.7114347176922952,5,0.03189879581852919,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
215,2011-10-28,15,-1.022312152760063,-0.7114347176922952,5,0.5198962301931148,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
308,2011-10-28,16,-0.8668107328079927,-0.7114347176922952,5,-0.2116912132997729,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
446,2011-10-28,17,-0.6594755062052325,-0.7114347176922952,5,-0.4560986385560562,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
368,2011-10-28,18,-0.5039740862531622,-0.7114347176922952,5,-0.2116912132997729,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
204,2011-10-28,19,-0.6594755062052325,-0.7114347176922952,5,-0.4560986385560562,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
143,2011-10-28,20,-0.08930363304764188,-0.8153035290400027,5,0.2763062210748125,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
74,2011-10-28,21,0.37720062680856853,-0.9191723403877107,5,-0.2116912132997729,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
36,2011-10-28,22,0.6363696600620191,-1.0230411517354185,5,0.7643036554493984,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
39,2011-10-28,23,0.9473724999661597,-1.0230411517354185,5,1.1305060852648328,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
19,2011-10-29,0,1.2583753398703,-1.126909963083126,6,0.8860986600085493,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
18,2011-10-29,1,1.2583753398703,-1.0230411517354185,6,0.8860986600085493,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
17,2011-10-29,2,1.2583753398703,-1.0230411517354185,6,0.8860986600085493,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
8,2011-10-29,3,0.9473724999661597,-1.0230411517354185,6,1.8620935287577205,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1,2011-10-29,4,0.9473724999661597,-1.0230411517354185,6,1.8620935287577205,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1,2011-10-29,5,1.5693781797744404,-1.230778774430834,6,1.374096094383135,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5,2011-10-29,6,1.2583753398703,-1.230778774430834,6,1.374096094383135,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
7,2011-10-29,7,1.2583753398703,-1.230778774430834,6,1.374096094383135,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
20,2011-10-29,8,1.2583753398703,-1.126909963083126,6,1.374096094383135,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
20,2011-10-29,9,1.2583753398703,-1.126909963083126,6,1.374096094383135,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
12,2011-10-29,10,1.5693781797744404,-1.230778774430834,6,1.1305060852648328,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
27,2011-10-29,11,1.5693781797744404,-1.230778774430834,6,1.6185035196394182,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
50,2011-10-29,12,1.2583753398703,-1.3346475857785418,6,2.471885967691457,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
30,2011-10-29,13,1.2583753398703,-1.3346475857785418,6,2.716293392947741,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
29,2011-10-29,14,1.2583753398703,-1.3346475857785418,6,2.106500954014004,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
41,2011-10-29,15,1.5693781797744404,-1.4385163971262496,6,0.5198962301931148,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
22,2011-10-29,16,1.5693781797744404,-1.4385163971262496,6,1.1305060852648328,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
31,2011-10-29,17,1.5693781797744404,-1.4385163971262496,6,1.1305060852648328,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
43,2011-10-29,18,1.5693781797744404,-1.4385163971262496,6,1.1305060852648328,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
39,2011-10-29,19,1.2583753398703,-1.3346475857785418,6,1.374096094383135,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
47,2011-10-29,20,1.2583753398703,-1.3346475857785418,6,1.374096094383135,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
50,2011-10-29,21,1.2583753398703,-1.3346475857785418,6,1.374096094383135,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
54,2011-10-29,22,1.2583753398703,-1.4385163971262496,6,0.2763062210748125,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
36,2011-10-29,23,1.2583753398703,-1.4385163971262496,6,0.03189879581852919,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
54,2011-10-30,0,1.2583753398703,-1.4385163971262496,0,0.2763062210748125,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
43,2011-10-30,1,1.2583753398703,-1.4385163971262496,0,0.5198962301931148,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
50,2011-10-30,2,1.2583753398703,-1.4385163971262496,0,0.7643036554493984,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
33,2011-10-30,3,0.6363696600620191,-1.3346475857785418,0,1.374096094383135,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11,2011-10-30,4,0.8955386933154696,-1.4385163971262496,0,1.1305060852648328,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,2011-10-30,5,0.6363696600620191,-1.3346475857785418,0,0.8860986600085493,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10,2011-10-30,6,0.6363696600620191,-1.3346475857785418,0,0.5198962301931148,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22,2011-10-30,7,0.6363696600620191,-1.3346475857785418,0,-1.5538885118643786,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
80,2011-10-30,8,0.37720062680856853,-1.230778774430834,0,0.2763062210748125,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
147,2011-10-30,9,0.11803159355511855,-1.0230411517354185,0,0.5198962301931148,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
178,2011-10-30,10,-0.08930363304764188,-0.9191723403877107,0,-0.8214836522335098,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
240,2011-10-30,11,-0.5039740862531622,-0.7114347176922952,0,0.2763062210748125,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
314,2011-10-30,12,-0.6594755062052325,-0.6075659063445873,0,0.03189879581852919,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
345,2011-10-30,13,-1.022312152760063,-0.5036970949968793,0,0.2763062210748125,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
300,2011-10-30,14,-1.2814811860135134,-0.3998282836491717,0,0.03189879581852919,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
290,2011-10-30,15,-1.4369826059655837,-0.3998282836491717,0,-0.2116912132997729,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
320,2011-10-30,16,-1.5924840259176536,-0.3998282836491717,0,-0.4560986385560562,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
245,2011-10-30,17,-1.4369826059655837,-0.5036970949968793,0,-0.6996886476743587,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
213,2011-10-30,18,-1.177813572712133,-0.7114347176922952,0,-0.4560986385560562,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
153,2011-10-30,19,-0.7113093128559226,0.32725339578478324,0,0.8860986600085493,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
92,2011-10-30,20,-0.2966388596504023,-0.8153035290400027,0,-1.5538885118643786,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
79,2011-10-30,21,0.16986540020580868,-0.9191723403877107,0,-1.5538885118643786,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
71,2011-10-30,22,0.6363696600620191,-1.0230411517354185,0,-1.5538885118643786,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
37,2011-10-30,23,1.2583753398703,-1.230778774430834,0,-1.5538885118643786,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
23,2011-10-31,0,1.2583753398703,-1.230778774430834,1,-1.5538885118643786,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13,2011-10-31,1,0.9473724999661597,-1.230778774430834,1,-1.5538885118643786,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,2011-10-31,2,1.2583753398703,-1.3346475857785418,1,-1.5538885118643786,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,2011-10-31,3,1.2583753398703,-1.3346475857785418,1,-0.6996886476743587,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
